X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
2143641.92048055,816522.505269974,189,E. Carroll Joyner Park - Greenway Entrance,E. Carroll Joyner Park,Greenway Entrance,,,Town of Wake Forest,"701 Harris Rd, Wake Forest, NC","701 Harris Rd, Wake Forest, NC",http://www.wakeforestnc.gov/joyner-park.aspx,919-435-9560,No,No,No,No,No,No,No,Yes Bank fishing only,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.998519,-78.51487,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2143554.99512947,818614.298330471,190,E. Carroll Joyner Park - Harris Rd Entrance,E. Carroll Joyner Park,Harris Rd Entrance,,,Town of Wake Forest,"701 Harris Rd, Wake Forest, NC","701 Harris Rd, Wake Forest, NC",http://www.wakeforestnc.gov/joyner-park.aspx,919-435-9560,No,No,No,No,No,No,No,Yes Bank fishing only,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.998519,-78.51487,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2142954.36476906,815989.188423231,191,E. Carroll Joyner Park - Wahlbrink Dr Entrance,E. Carroll Joyner Park,Wahlbrink Dr Entrance,,,Town of Wake Forest,"701 Harris Rd, Wake Forest, NC","701 Harris Rd, Wake Forest, NC",http://www.wakeforestnc.gov/joyner-park.aspx,919-435-9560,No,No,No,No,No,No,No,Yes Bank fishing only,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.998519,-78.51487,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2111230.24973972,760803.125239149,192,Eastgate Park - Pedestrian Entrance,Eastgate Park,Pedestrian Entrance,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",https://raleighnc.gov/places/eastgate-park,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.83951672,-78.62310967,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111279.20403814,761208.46038647,193,Eastgate Park - Pedestrian Entrance,Eastgate Park,Pedestrian Entrance,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",https://raleighnc.gov/places/eastgate-park,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.83951672,-78.62310967,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2112138.58322489,760709.472211227,194,Eastgate Park - Pedestrian Entrance,Eastgate Park,Pedestrian Entrance,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",https://raleighnc.gov/places/eastgate-park,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.83951672,-78.62310967,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2112030.21434714,760030.375472307,195,Eastgate Park - Pedestrian Entrance,Eastgate Park,Pedestrian Entrance,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",https://raleighnc.gov/places/eastgate-park,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.83951672,-78.62310967,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111128.99961413,760167.93753314,196,Eastgate Park - Pedestrian Entrance,Eastgate Park,Pedestrian Entrance,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",https://raleighnc.gov/places/eastgate-park,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.83951672,-78.62310967,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111203.7501208,760350.687823817,197,Eastgate Park - Quail Hollow Dr Entrance,Eastgate Park,Quail Hollow Dr Entrance,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",https://raleighnc.gov/places/eastgate-park,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.83951672,-78.62310967,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2102291.7226693,741712.391767144,198,Edna Metz Wells Park - Park Dr Entrance,Edna Metz Wells Park,Park Dr Entrance,,,City of Raleigh,"1600 Park Dr, Raleigh, NC","1600 Park Dr, Raleigh, NC",https://raleighnc.gov/places/edna-metz-wells-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.78807659,-78.65522471,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2102052.50005063,742253.43760106,199,Edna Metz Wells Park - Pedestrian Entrance,Edna Metz Wells Park,Pedestrian Entrance,,,City of Raleigh,"1600 Park Dr, Raleigh, NC","1600 Park Dr, Raleigh, NC",https://raleighnc.gov/places/edna-metz-wells-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.78807659,-78.65522471,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2052225.06533028,729122.136016677,200,Elevate Fitness Course - Laura Duncan Rd Entrance,Elevate Fitness Course,Laura Duncan Rd Entrance,,,Town of Apex,2200 Laura Duncan Road,,http://www.apexnc.org/1187/Elevate-Fitness-Course,919-249-2304,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,Yes,35.753613,-78.823003,,No,,,,,,,,,,,,,,,No,No,,,,Yes,No,Yes,No,Yes,
2105622.70157164,731656.390553728,201,Eliza Pool Park - Gilbert Ave Entrance,Eliza Pool Park,Gilbert Ave Entrance,,,City of Raleigh,"1600 Fayetteville St, Raleigh, NC","1600 Fayetteville St, Raleigh, NC",https://raleighnc.gov/places/eliza-pool-park,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.75921149,-78.64296631,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2105828.46822047,731254.824755818,202,Eliza Pool Park - Greenway Entrance,Eliza Pool Park,Greenway Entrance,,,City of Raleigh,"1600 Fayetteville St, Raleigh, NC","1600 Fayetteville St, Raleigh, NC",https://raleighnc.gov/places/eliza-pool-park,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.75921149,-78.64296631,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2106272.51884155,731331.771452308,203,Eliza Pool Park - Greenway Entrance,Eliza Pool Park,Greenway Entrance,,,City of Raleigh,"1600 Fayetteville St, Raleigh, NC","1600 Fayetteville St, Raleigh, NC",https://raleighnc.gov/places/eliza-pool-park,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.75921149,-78.64296631,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2105880.14200164,731805.07562381,204,Eliza Pool Park - Greenway Entrance,Eliza Pool Park,Greenway Entrance,,,City of Raleigh,"1600 Fayetteville St, Raleigh, NC","1600 Fayetteville St, Raleigh, NC",https://raleighnc.gov/places/eliza-pool-park,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.75921149,-78.64296631,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2062135.23375672,667669.883028314,205,Falcon Park - E Academy St Entrance,Falcon Park,E Academy St Entrance,,,Town of Fuquay-Varina,"611 E. Academy Street, Fuquay-Varina, NC","611 E. Academy Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/falcon-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.584302,-78.791004,Rental Building with Roof,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2061533.92393573,668193.44923839,206,Falcon Park - N Ennis St Entrance,Falcon Park,N Ennis St Entrance,,,Town of Fuquay-Varina,"611 E. Academy Street, Fuquay-Varina, NC","611 E. Academy Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/falcon-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.584302,-78.791004,Rental Building with Roof,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2061527.80190071,667919.872029647,207,Falcon Park - Pedestrian Entrance,Falcon Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"611 E. Academy Street, Fuquay-Varina, NC","611 E. Academy Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/falcon-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.584302,-78.791004,Rental Building with Roof,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2108260.43546939,752788.702619731,208,Fallon Park - Oxford Rd Entrance,Fallon Park,Oxford Rd Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2107356.50026938,751399.624689221,209,Fallon Park - Oxford Rd Entrance,Fallon Park,Oxford Rd Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2107033.24993163,751054.250051901,210,Fallon Park - Oxford Rd Entrance,Fallon Park,Oxford Rd Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2107906.00015464,752375.375034317,211,Fallon Park - Oxford Rd Entrance,Fallon Park,Oxford Rd Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2108147.00000072,752936.499896318,212,Fallon Park - Pedestrian Entrance,Fallon Park,Pedestrian Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2107855.25025614,752752.24993673,213,Fallon Park - Pedestrian Entrance,Fallon Park,Pedestrian Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2106753.25016356,750803.812560648,214,Fallon Park - Pedestrian Entrance,Fallon Park,Pedestrian Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2107286.5000813,751504.5621434,215,Fallon Park - Pedestrian Entrance,Fallon Park,Pedestrian Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2107768.00010255,752212.625031725,216,Fallon Park - Pedestrian Entrance,Fallon Park,Pedestrian Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2107752.00013456,752446.499892056,217,Fallon Park - Pedestrian Entrance,Fallon Park,Pedestrian Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2107475.63487364,751747.747680649,218,Fallon Park - Royster St Entrance,Fallon Park,Royster St Entrance,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",https://raleighnc.gov/places/fallon-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.81572391,-78.6366259,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2108677.45497656,816925.284976229,219,Falls Lake State Recreation Area - B.W. Wells Rec Area Entrance,Falls Lake State Recreation Area - B.W. Wells Rec Area Entrance,B.W. Wells Rec Area Entrance,,,State of North Carolina,"1630 Bent Rd, Wake Forest","1630 Bent Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,Yes
2089270.79661147,834450.075713977,220,Falls Lake State Recreation Area - Beaverdam Lake Entrance,Falls Lake State Recreation Area - Beaverdam Lake Entrance,Beaverdam Lake Entrance,,,State of North Carolina,"14600 Creedmoor Rd, Wake Forest","14600 Creedmoor Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,Yes,,,,Yes,No,Yes,No,Yes,No
2101311.82633513,822721.501730233,221,Falls Lake State Recreation Area - Holly Point Entrance,Falls Lake State Recreation Area - Holly Point Entrance,Holly Point Entrance,,,State of North Carolina,14424 New Light Rd. Wake Forest,14424 New Light Rd. Wake Forest,https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,Yes
2092027.6526463,823299.575705305,222,Falls Lake State Recreation Area - Park Office Entrance,Falls Lake State Recreation Area - Park Office Entrance,Park Office Entrance,Hwy 50,,State of North Carolina,"13900 Creedmoor Road, Wake Forest","13900 Creedmoor Road, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,Yes,,,,,,,,,Yes,,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,No
2089105.58696814,834469.178694144,223,Falls Lake State Recreation Area - Sandling Beach Rec Area Entrance,Falls Lake State Recreation Area - Sandling Beach Rec Area Entrance,Sandling Beach Rec Area Entrance,,,State of North Carolina,"14813 Creedmoor Rd, Wake Forest","14813 Creedmoor Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,No
2100752.82253189,816817.574233651,224,Falls Lake State Recreation Area - Shinleaf Rec Area Entrance,Falls Lake State Recreation Area - Shinleaf Rec Area Entrance,Shinleaf Rec Area Entrance,,,State of North Carolina,"13708 New Light Road, Wake Forest","13708 New Light Road, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,Yes
2114260.49958472,740347.749811396,225,Fisher Street Park - N Fisher St Entrance,Fisher Street Park,N Fisher St Entrance,,,City of Raleigh,"324 N Fisher St, Raleigh, NC","324 N Fisher St, Raleigh, NC",https://raleighnc.gov/places/fisher-street-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.78357255,-78.61453355,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2108410.40596998,748934.19556497,226,Five Points Center for Active Adults - E Whitaker Mill Rd Entrance,Five Points Center for Active Adults,E Whitaker Mill Rd Entrance,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",https://raleighnc.gov/places/five-points-center-active-adults,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.80838459,-78.63561983,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2108128.83435464,749046.006364971,227,Five Points Center for Active Adults - E Whitaker Mill Rd Entrance,Five Points Center for Active Adults,E Whitaker Mill Rd Entrance,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",https://raleighnc.gov/places/five-points-center-active-adults,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.80838459,-78.63561983,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2108010.8135933,749535.476842731,228,Five Points Center for Active Adults - Noble Rd Entrance,Five Points Center for Active Adults,Noble Rd Entrance,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",https://raleighnc.gov/places/five-points-center-active-adults,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.80838459,-78.63561983,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2054484.94853239,665944.692909151,229,Fleming Loop Recreation Park - Fleming Loop Rd Entrance,Fleming Loop Recreation Park,Fleming Loop Rd Entrance,,,Town of Fuquay-Varina,"301 Fleming Loop Road, Fuquay-Varina, NC","301 Fleming Loop Road, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fleming-loop-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.580688,-78.816976,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2101944.26076581,741366.645411387,230,Forest Drive Park - E Forest Dr Entrance,Forest Drive Park,E Forest Dr Entrance,,,City of Raleigh,"321 East Forest Drive, Raleigh, NC",,,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No,
2102256.81624305,741675.785869226,231,Forest Drive Park - Park Dr Entrance,Forest Drive Park,Park Dr Entrance,,,City of Raleigh,"321 East Forest Drive, Raleigh, NC",,,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No,
2124565.42549713,806826.796314985,232,Forest Ridge Park - Old NC 98 Hwy Entrance,Forest Ridge Park,Old NC 98 Hwy Entrance,,,City of Raleigh,"2100 Old NC Hwy 98, Wake Forest, NC","2100 Old NC Hwy 98, Wake Forest, NC",https://raleighnc.gov/places/forest-ridge-park,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2131708.4551743,772352.538820058,233,Fox Road Elementary School Park - Fox Rd Entrance,Fox Road Elementary School Park,Fox Rd Entrance,,,City of Raleigh,"7101 Fox Rd, Raleigh, NC","7101 Fox Rd, Raleigh, NC",http://www.wcpss.net/foxroades,(919) 850-8845,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2103518.9997423,743307.060165733,234,Fred Fletcher Park - Clay St Entrance,Fred Fletcher Park,Clay St Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2103389.05708881,743310.264227554,235,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2103797.70292506,744068.788301066,236,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2104702.08300605,743511.29794623,237,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2104398.07409963,743843.617819637,238,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2104570.99993488,743736.125908643,239,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2104189.01316606,743202.620413974,240,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2103268.25450888,743792.373827651,241,Fred Fletcher Park - Washington St Entrance,Fred Fletcher Park,Washington St Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
